satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,cluster
0.19,0.76,3,107,5,0,0,0,8,1,3
0.15,0.9,5,284,4,0,0,0,8,1,3
0.15,0.44,3,199,2,0,0,0,4,1,3
0.14,0.95,4,144,5,0,0,0,5,1,3
0.15,0.87,4,194,4,0,0,0,7,1,3
0.5,0.94,5,176,4,0,0,0,7,1,3
0.46,0.75,6,276,6,0,0,0,8,1,3
0.15,0.91,6,281,3,0,0,0,5,1,3
0.18,0.57,6,238,6,1,0,0,5,1,3
0.15,0.39,5,229,4,0,0,0,7,1,3
0.17,0.51,5,221,3,0,0,0,7,1,3
0.21,0.38,3,275,5,0,0,0,8,1,3
0.48,0.98,5,132,4,0,0,0,7,1,3
0.46,0.87,5,254,5,1,0,0,7,1,3
0.23,0.97,4,200,3,0,0,0,7,1,3
0.5,0.71,5,171,4,0,0,0,8,1,3
0.24,0.73,4,273,5,0,0,0,8,1,3
0.34,0.81,4,116,3,1,0,0,7,1,3
0.15,0.48,6,204,6,1,0,0,7,1,3
0.24,0.91,5,177,5,0,0,0,7,1,3
0.16,0.64,6,143,5,1,0,0,8,1,3
0.41,0.96,5,167,3,1,0,0,9,1,3
0.14,0.72,6,100,5,0,0,0,4,1,3
0.14,0.98,6,221,5,0,0,0,0,1,3
0.4,0.87,5,250,4,0,0,0,7,1,3
0.38,0.79,5,176,3,0,0,0,7,1,3
0.36,0.74,6,280,3,0,0,0,7,1,3
0.24,0.55,6,231,4,0,0,0,7,1,3
0.15,0.68,5,246,2,0,0,0,7,1,3
0.19,0.91,3,268,4,0,0,0,7,1,3
0.15,0.74,6,178,3,0,0,0,7,1,3
0.19,0.85,6,116,3,0,0,0,9,1,3
0.17,0.93,6,192,4,0,0,0,9,1,3
0.32,0.55,4,283,4,0,0,0,6,1,3
0.13,0.88,3,146,5,0,0,0,7,1,3
0.22,0.92,6,220,4,1,0,0,7,1,3
0.52,0.86,6,103,4,0,0,0,7,1,3
0.18,0.46,4,249,4,0,0,0,9,1,3
0.14,0.72,4,254,4,0,0,0,8,1,3
0.17,0.49,4,286,5,1,0,0,7,1,3
0.25,0.59,4,166,5,0,0,0,7,1,3
0.23,0.9,5,234,3,1,0,0,7,1,3
0.35,0.64,4,147,2,0,0,0,7,1,3
0.31,0.75,4,220,3,0,0,0,8,1,3
0.34,0.67,5,96,2,1,0,0,0,1,3
0.31,0.92,5,197,5,0,0,0,0,1,3
0.28,0.83,4,162,3,0,0,0,7,1,3
0.17,0.57,5,286,3,0,0,0,7,1,3
0.26,0.45,5,187,2,0,0,0,7,1,3
0.29,0.47,5,139,4,0,0,0,7,1,3
0.13,0.93,4,253,5,1,0,0,6,1,3
0.4,1.0,6,206,2,0,0,0,7,1,3
0.61,0.58,6,146,3,0,0,0,7,1,3
0.21,0.62,4,247,3,1,0,0,6,1,3
0.43,0.86,5,125,3,1,0,0,7,1,3
0.24,0.7,5,194,3,0,0,0,7,1,3
0.26,0.73,4,178,6,0,0,0,9,1,3
0.46,0.49,5,286,5,0,0,0,6,1,3
0.29,0.95,5,117,4,0,0,0,6,1,3
0.13,0.53,6,173,4,0,0,0,7,1,3
0.36,0.95,6,276,2,0,0,0,8,1,3
0.63,0.93,6,171,3,1,0,0,8,1,3
0.16,0.57,5,144,4,1,0,0,6,1,3
0.21,0.98,6,208,5,1,0,0,6,1,3
0.51,0.89,6,170,4,0,0,0,3,1,3
0.18,0.55,5,217,4,0,0,0,0,1,3
0.2,0.76,5,188,3,0,0,0,0,1,3
0.14,0.99,6,251,4,0,0,0,6,1,3
0.5,0.64,5,195,2,0,0,0,7,1,3
0.46,0.41,6,148,4,0,0,0,7,1,3
0.17,0.85,3,168,4,0,0,0,0,1,3
0.3,0.47,6,141,6,0,0,0,7,1,3
0.19,0.61,3,272,4,0,0,0,7,1,3
0.33,0.46,5,261,6,1,0,0,0,1,3
0.23,0.99,5,176,4,1,0,0,7,1,3
0.14,0.41,6,114,3,0,0,0,7,1,3
0.29,0.38,6,105,5,0,0,0,7,1,3
0.18,0.73,6,225,4,0,0,0,6,1,3
0.22,0.62,6,142,3,0,0,0,0,1,3
0.2,0.58,5,199,4,0,0,0,7,1,3
0.46,0.47,6,101,5,0,0,0,3,1,3
0.4,0.65,6,172,2,1,0,0,9,1,3
0.18,0.79,4,240,5,0,0,0,1,1,3
0.6,0.86,6,272,4,0,0,0,9,1,3
0.34,0.78,5,137,4,0,0,0,7,1,3
0.26,0.69,4,180,3,1,0,0,2,1,3
0.23,0.88,5,201,3,0,0,0,9,1,3
0.36,0.61,4,166,4,0,0,0,9,1,3
0.12,0.39,5,161,4,0,0,0,0,1,3
0.36,0.62,4,111,6,0,0,0,0,1,3
0.31,0.59,4,138,2,0,0,0,1,1,3
0.43,0.44,5,213,3,0,0,0,7,1,3
0.18,0.99,4,160,5,0,0,0,2,1,3
0.3,0.88,5,245,4,0,0,0,3,1,3
0.35,0.56,4,142,2,0,0,0,3,1,3
0.17,0.85,3,234,3,0,0,0,1,1,3
0.34,0.69,6,283,2,0,0,0,1,1,3
0.45,0.61,5,179,5,0,0,0,3,1,3
0.24,0.91,4,232,2,0,0,0,8,1,3
0.24,0.91,5,258,6,0,0,0,8,1,3
0.25,0.98,4,166,5,1,0,0,9,1,3
0.21,0.85,6,235,6,0,0,0,1,1,3
0.49,0.67,6,286,4,0,0,0,7,1,3
0.5,0.73,5,165,2,0,0,0,2,1,3
0.21,0.49,3,253,3,0,0,0,3,1,3
0.39,0.85,5,179,5,0,0,0,8,1,3
0.23,0.73,5,197,4,1,0,0,1,1,3
0.21,0.55,4,189,2,0,0,0,9,1,3
0.6,0.69,6,250,5,1,0,0,4,1,3
0.25,0.98,6,287,5,1,0,0,7,1,3
0.15,0.48,6,218,6,0,0,0,9,1,3
0.23,0.68,5,244,3,0,0,0,8,1,3
0.47,0.55,5,207,3,0,0,0,8,1,3
0.55,0.64,6,148,4,0,0,0,8,1,3
0.2,0.54,4,149,3,0,0,0,2,1,3
0.2,0.9,3,218,4,0,0,0,7,1,3
0.26,0.7,5,214,6,1,0,0,8,1,3
0.19,0.9,5,172,2,0,0,0,8,1,3
0.19,0.91,5,145,3,0,0,0,4,1,3
0.5,0.89,5,223,3,0,0,0,5,1,3
0.34,0.88,5,131,6,0,0,0,7,1,3
0.32,0.69,5,157,4,0,0,0,2,1,3
0.5,0.87,5,245,2,0,0,0,9,1,3
0.41,0.5,6,151,2,0,0,0,9,1,3
0.2,1.0,3,123,4,0,0,0,8,1,3
0.13,0.6,3,178,5,0,0,0,8,1,3
0.15,0.96,5,201,6,0,0,0,8,1,3
0.22,0.98,4,185,3,0,0,0,8,1,3
0.49,0.99,6,230,4,0,0,0,2,1,3
0.16,0.66,6,229,6,0,0,0,5,1,3
0.2,0.82,4,190,5,0,0,0,7,1,3
0.12,0.5,5,287,4,0,0,0,9,1,3
0.24,0.78,5,131,5,0,0,0,7,1,3
0.23,0.88,4,175,6,0,0,0,9,1,3
0.36,0.97,5,151,3,0,0,0,8,1,3
0.25,0.96,6,217,4,0,0,0,5,1,3
0.14,0.57,4,207,5,0,0,0,7,1,3
0.23,0.79,5,196,5,1,0,0,8,1,3
0.2,0.5,6,282,6,1,0,0,9,1,3
0.15,0.67,5,216,6,0,0,0,9,1,3
0.47,0.44,5,255,5,1,0,0,8,1,3
0.35,0.78,5,275,4,0,0,0,5,1,3
0.24,0.85,4,160,5,0,0,0,7,1,3
0.27,0.6,6,205,5,1,0,0,9,1,3
0.18,0.95,6,248,3,0,0,0,8,1,3
0.15,0.66,4,180,4,0,0,0,9,1,3
0.49,0.78,5,137,3,1,0,0,0,1,3
0.39,0.75,5,286,5,0,0,0,0,1,3
0.14,0.73,5,273,4,1,0,0,7,1,3
0.2,0.54,5,162,6,0,0,0,7,1,3
0.23,0.63,5,151,4,1,0,0,9,1,3
0.22,0.59,5,162,2,0,0,0,8,1,3
0.18,0.73,5,228,5,0,0,0,8,1,3
0.16,0.89,4,196,3,1,0,0,0,1,3
0.23,0.94,4,149,6,0,0,0,2,1,3
0.14,0.99,3,257,4,1,0,0,7,1,3
0.29,0.43,6,175,3,0,0,0,7,1,3
0.17,0.52,4,184,4,0,0,0,7,1,3
0.21,0.65,3,183,3,0,0,0,9,1,3
0.24,0.74,6,106,5,0,0,0,9,1,3
0.14,0.63,6,215,5,0,0,0,7,1,3
0.15,0.69,6,213,6,0,0,0,7,1,3
0.27,0.55,5,121,3,1,0,0,7,1,3
0.16,0.73,6,170,3,0,0,0,9,1,3
0.12,0.9,3,200,3,0,0,0,8,1,3
0.25,0.75,5,194,5,1,0,0,8,1,3
0.29,0.57,5,149,3,0,0,0,7,1,3
0.19,0.79,5,171,3,1,0,0,9,1,3
0.32,0.74,6,205,3,0,0,0,9,1,3
0.49,0.79,5,177,2,0,0,0,8,1,3
0.24,0.87,4,262,3,0,0,0,9,1,3
0.22,0.74,5,178,5,0,0,0,0,1,3
0.24,0.89,5,169,4,0,0,0,0,1,3
0.25,0.76,6,182,3,0,0,0,2,1,3
0.13,0.62,3,264,6,0,0,0,2,1,3
0.14,0.89,3,212,6,0,0,0,2,1,3
0.18,0.48,4,176,4,1,0,0,7,1,3
0.36,0.78,6,151,3,0,0,0,7,1,3
0.5,0.63,5,167,2,0,0,0,9,1,3
0.29,0.85,4,211,2,0,0,0,6,1,3
0.28,0.94,6,167,3,1,0,0,1,1,3
0.15,0.95,4,173,5,1,0,0,7,1,3
0.19,0.73,4,231,3,0,0,0,7,1,3
0.14,0.57,6,275,5,0,0,0,7,1,3
0.29,0.68,4,210,3,0,0,0,8,1,3
0.41,0.5,6,257,6,1,0,0,8,1,3
0.18,0.5,4,169,4,0,0,0,7,1,3
0.23,0.84,5,131,5,0,0,0,7,1,3
0.55,0.89,6,99,3,0,0,0,7,1,3
0.31,0.95,5,205,3,0,0,0,2,1,3
0.24,0.53,6,165,5,0,0,0,3,1,3
0.13,0.94,4,213,5,1,0,0,3,1,3
0.15,0.42,3,98,3,0,0,0,7,1,3
0.14,0.83,6,275,6,0,0,0,9,1,3
0.13,0.58,4,203,4,0,0,0,9,1,3
0.34,0.42,6,287,5,1,0,0,0,1,3
0.37,0.41,6,101,3,0,0,0,6,1,3
0.29,0.65,5,110,5,1,0,0,7,1,3
0.43,0.92,5,151,4,0,0,0,9,1,3
0.37,0.71,6,266,5,0,0,0,0,1,3
0.14,0.58,6,205,3,0,0,0,3,1,3
0.29,0.4,4,138,4,0,0,0,7,1,3
0.15,0.67,6,167,6,0,0,0,7,1,3
0.48,0.99,5,180,2,0,0,0,2,1,3
0.22,0.84,3,131,5,1,0,0,9,1,3
0.17,0.77,4,151,6,0,0,0,9,1,3
0.2,0.87,3,140,6,1,0,0,3,1,3
0.23,0.51,5,139,6,0,0,0,0,1,3
0.16,0.97,6,282,4,0,0,0,6,1,3
0.14,0.76,5,215,4,0,0,0,9,1,3
0.17,0.59,6,160,2,0,0,0,0,1,3
0.34,0.82,6,202,3,0,0,0,7,1,3
0.45,0.5,5,99,4,1,0,0,2,1,3
0.21,0.69,3,144,6,1,0,0,0,1,3
0.49,0.5,5,183,3,0,0,0,2,1,3
0.24,0.7,6,153,5,1,0,0,5,1,3
0.3,0.66,4,119,3,0,0,0,9,1,3
0.17,0.73,4,188,5,0,0,0,9,1,3
0.18,0.73,6,231,4,0,0,0,7,1,3
0.37,0.37,5,173,2,0,0,0,2,1,3
0.15,0.91,6,98,6,1,0,0,9,1,3
0.2,0.69,6,236,4,0,0,0,9,1,3
0.16,0.73,4,197,2,0,0,0,9,1,3
0.22,0.54,6,169,4,0,0,0,9,1,3
0.13,0.76,5,219,4,0,0,0,9,1,3
0.19,0.63,4,278,6,0,0,0,9,1,3
0.18,0.54,4,145,5,0,0,0,1,1,3
0.44,0.61,5,230,6,0,0,0,5,1,3
0.13,0.84,5,189,5,0,0,0,9,1,3
0.29,0.91,4,183,4,0,0,0,1,1,3
0.19,0.85,5,249,3,0,0,0,5,1,3
0.24,0.62,5,199,4,0,0,0,7,1,3
0.16,0.76,4,223,4,0,0,0,9,1,3
0.27,0.48,4,185,2,0,0,0,8,1,3
0.51,0.74,6,98,3,0,0,0,8,1,3
0.2,0.42,4,256,5,0,0,0,3,1,3
0.5,0.95,5,137,3,0,0,0,9,1,3
0.48,0.86,5,198,4,0,0,0,9,1,3
0.2,0.94,6,191,5,0,0,0,8,1,3
0.18,0.81,4,147,4,0,0,0,5,1,3
0.18,0.54,6,209,5,1,0,0,7,1,3
0.24,0.42,5,210,5,0,0,0,2,1,3
0.19,0.94,4,196,5,0,0,0,9,1,3
0.16,0.94,4,261,6,0,0,0,9,1,3
0.31,0.42,4,108,4,0,0,0,9,1,3
0.2,0.99,5,151,3,1,0,0,8,1,3
0.32,0.86,4,266,4,0,0,0,1,1,3
0.17,0.55,6,240,6,0,0,0,1,1,3
0.13,0.5,3,137,5,0,0,0,1,1,3
0.19,0.83,5,280,4,0,0,0,1,1,3
0.31,0.87,6,240,3,1,0,0,3,1,3
0.12,0.49,4,191,5,0,0,0,0,1,3
0.14,0.56,5,259,4,1,0,0,0,1,3
0.13,0.97,4,162,6,0,0,0,7,1,3
0.19,0.36,3,167,5,0,0,0,7,1,3
0.28,0.44,4,170,2,0,0,0,8,1,3
0.28,0.89,4,97,6,0,0,0,4,1,3
0.24,0.5,4,282,4,1,0,0,8,1,3
0.24,0.94,6,144,4,0,0,0,6,1,3
0.18,0.75,3,142,2,0,0,0,6,1,3
0.22,0.91,6,222,8,0,0,0,9,1,3
0.26,0.99,5,184,5,0,0,0,3,1,3
0.24,0.63,4,203,5,0,0,0,9,1,3
0.24,0.62,6,225,6,0,0,0,7,1,3
0.16,0.42,3,182,3,1,0,0,6,1,3
0.17,0.78,3,239,6,0,0,0,7,1,3
0.5,0.51,5,134,3,0,0,0,6,1,3
0.16,0.46,6,240,2,0,0,0,6,1,3
0.19,0.8,6,157,6,1,0,0,7,1,3
0.18,0.49,3,240,2,1,0,0,5,1,3
0.25,0.72,5,279,8,0,0,0,5,1,3
0.22,0.7,4,159,5,0,0,0,4,1,3
0.22,0.62,3,180,3,0,0,0,8,1,3
0.14,0.58,3,179,5,0,0,0,8,1,3
0.16,0.96,5,137,5,1,0,0,9,1,3
0.5,0.83,5,258,2,0,0,0,0,1,3
0.2,0.53,5,272,5,0,0,0,6,1,3
0.24,0.94,6,141,3,1,0,0,7,1,3
0.23,0.77,5,272,2,0,0,0,7,1,3
0.17,0.55,4,194,3,0,0,0,6,1,3
0.2,0.7,4,225,5,0,0,0,8,1,3
0.16,0.7,3,178,3,1,0,0,9,1,3
0.2,0.78,4,196,3,0,0,0,4,1,3
0.42,0.47,6,174,5,0,0,0,9,1,3
0.19,0.61,4,127,8,0,0,0,7,1,3
0.16,0.63,5,266,7,0,0,0,0,1,3
0.1,0.77,6,247,4,0,1,0,7,1,3
0.11,0.81,6,305,4,0,1,0,7,1,3
0.11,0.83,6,282,4,0,1,0,7,1,3
0.09,0.95,6,304,4,0,1,0,7,1,3
0.09,0.62,6,294,4,0,1,0,2,1,3
0.1,0.94,6,255,4,0,1,0,9,1,3
0.11,0.89,6,306,4,0,1,0,9,1,3
0.1,0.8,7,281,4,0,1,0,9,1,3
0.09,0.89,6,276,4,0,1,0,9,1,3
0.13,0.78,6,152,2,0,1,0,8,1,3
0.1,0.92,7,307,4,0,1,0,8,1,3
0.11,0.94,7,255,4,0,1,0,8,1,3
0.1,0.81,6,309,4,0,1,0,9,1,3
0.09,0.87,7,295,4,0,1,0,6,1,3
0.11,0.77,6,291,4,0,1,0,5,1,3
0.11,0.87,6,305,4,0,1,0,5,1,3
0.17,0.84,5,232,3,0,1,0,7,1,3
0.1,0.79,6,291,4,0,1,0,7,1,3
0.09,0.83,6,255,4,0,1,0,7,1,3
0.1,0.77,6,265,4,0,1,0,7,1,3
0.1,0.84,6,279,4,0,1,0,7,1,3
0.11,0.97,6,284,4,0,1,0,7,1,3
0.11,0.84,6,251,4,0,1,0,9,1,3
0.14,0.62,4,158,4,1,1,0,9,1,3
0.11,0.84,6,300,5,1,1,0,8,1,3
0.11,0.92,6,260,4,0,1,0,8,1,3
0.09,0.82,6,250,4,0,1,0,8,1,3
0.1,0.83,6,292,4,0,1,0,8,1,3
0.31,0.84,7,133,5,0,1,0,9,1,3
0.1,0.84,6,283,4,1,1,0,9,1,3
0.09,0.96,6,245,4,0,1,0,0,1,3
0.11,0.8,6,256,4,0,1,0,0,1,3
0.11,0.87,6,306,4,0,1,0,0,1,3
0.11,0.91,6,278,4,0,1,0,5,1,3
0.11,0.8,6,304,4,0,1,0,2,1,3
0.11,0.92,6,305,4,0,1,0,9,1,3
0.1,0.95,7,301,4,0,1,0,5,1,3
0.11,0.84,7,296,4,0,1,0,7,1,3
0.31,0.54,5,132,5,0,1,0,7,1,3
0.11,0.78,7,278,4,0,1,0,7,1,3
0.1,0.88,6,284,4,0,1,0,7,1,3
0.09,0.8,7,283,5,0,1,0,9,1,3
0.09,0.8,6,304,4,0,1,0,9,1,3
0.27,0.54,7,278,3,0,1,0,9,1,3
0.1,0.91,6,287,4,0,1,0,9,1,3
0.1,0.89,7,285,4,0,1,0,9,1,3
0.1,0.93,6,256,4,0,1,0,8,1,3
0.1,0.84,6,286,4,0,1,0,6,1,3
0.11,0.83,6,244,4,0,1,0,2,1,3
0.1,0.97,7,254,4,0,1,0,7,1,3
0.1,0.87,7,289,4,0,1,0,7,1,3
0.11,0.84,6,298,4,0,1,0,7,1,3
0.19,0.59,7,192,3,0,1,0,7,1,3
0.09,0.96,6,296,4,0,1,0,9,1,3
0.11,0.9,6,254,4,0,1,0,9,1,3
0.1,0.97,6,267,4,1,1,0,8,1,3
0.09,0.78,6,254,4,0,1,0,8,1,3
0.1,0.98,6,268,4,0,1,0,8,1,3
0.1,0.93,6,289,4,1,1,0,8,1,3
0.11,0.83,6,306,4,0,1,0,8,1,3
0.11,0.79,6,292,4,0,1,1,9,1,3
0.11,0.91,6,308,4,1,1,0,0,1,3
0.11,0.81,5,287,4,0,1,0,7,1,3
0.1,0.81,6,268,4,0,1,0,5,1,3
0.11,0.94,6,276,4,0,1,0,7,1,3
0.11,0.91,7,287,4,0,1,0,7,1,3
0.1,0.85,6,266,4,0,1,0,7,1,3
0.11,0.85,7,302,4,0,1,0,7,1,3
0.09,0.98,6,271,4,0,1,0,7,1,3
0.33,0.88,6,219,5,0,1,0,8,1,3
0.31,0.62,6,135,5,0,1,0,8,1,3
0.09,0.91,6,275,4,0,1,0,8,1,3
0.1,0.87,6,290,4,0,1,0,8,1,3
0.1,0.83,6,258,4,0,1,0,4,1,3
0.1,0.82,6,266,4,0,1,0,0,1,3
0.11,0.93,6,282,4,0,1,0,7,1,3
0.09,0.79,6,293,5,0,1,0,7,1,3
0.1,0.87,6,250,4,0,1,0,7,1,3
0.09,0.94,6,257,4,0,1,0,7,1,3
0.28,0.45,6,218,4,0,1,0,2,1,3
0.1,0.84,6,309,4,0,1,0,8,1,3
0.11,0.85,6,261,4,0,1,0,8,1,3
0.09,0.94,6,283,5,0,1,0,0,1,3
0.1,0.84,5,298,4,0,1,0,0,1,3
0.1,0.85,6,260,4,0,1,0,7,1,3
0.11,0.87,5,271,4,0,1,0,7,1,3
0.09,0.79,6,275,4,0,1,0,7,1,3
0.11,0.96,7,277,5,0,1,0,7,1,3
0.1,0.79,6,274,4,0,1,0,7,1,3
0.32,0.95,5,172,2,0,1,0,7,1,3
0.19,1.0,4,192,4,0,1,0,2,1,3
0.1,0.83,7,276,4,0,1,0,2,1,3
0.11,0.87,7,282,5,0,1,0,9,1,3
0.09,0.96,6,259,4,0,1,0,8,1,3
0.11,0.89,6,293,4,0,1,0,8,1,3
0.1,0.89,6,247,4,0,1,0,9,1,3
0.09,0.86,7,309,4,0,1,0,9,1,3
0.1,0.95,7,289,4,0,1,0,0,1,3
0.09,0.9,7,289,4,0,1,0,6,1,3
0.11,0.96,6,298,4,0,1,0,7,1,3
0.1,0.9,7,281,4,0,1,0,7,1,3
0.11,0.8,7,296,4,0,1,0,7,1,3
0.09,0.86,6,279,4,0,1,0,7,1,3
0.1,0.77,7,291,4,0,1,0,2,1,3
0.11,0.79,7,310,4,0,1,0,3,1,3
0.1,0.8,6,264,4,0,1,0,9,1,3
0.1,0.77,6,255,4,0,1,0,4,1,3
0.09,0.87,5,263,4,0,1,0,0,1,3
0.11,0.9,6,263,4,0,1,0,0,1,3
0.11,0.92,7,307,4,0,1,0,0,1,3
0.1,0.84,7,250,4,0,1,0,6,1,3
0.11,0.79,6,292,4,0,1,0,0,1,3
0.1,0.9,7,286,4,0,1,0,7,1,3
0.34,0.67,4,141,2,0,1,0,7,1,3
0.11,0.89,6,260,5,0,1,0,7,1,3
0.1,0.79,6,256,5,0,1,0,8,1,3
0.1,0.77,5,276,4,0,1,0,8,1,3
0.46,0.62,6,213,3,0,1,0,8,1,3
0.1,0.92,6,258,4,0,1,0,9,1,3
0.11,0.95,6,245,4,0,1,0,4,1,3
0.11,0.94,6,264,4,0,1,0,0,1,3
0.11,0.82,6,270,4,0,1,0,6,1,3
0.1,0.83,6,269,4,0,1,0,0,1,3
0.11,0.87,7,278,4,0,1,0,7,1,3
0.11,0.8,6,306,4,0,1,0,7,1,3
0.11,0.87,6,255,4,0,1,0,7,1,3
0.11,0.78,6,243,4,0,1,0,3,1,3
0.31,0.87,4,184,3,0,1,0,9,1,3
0.5,0.54,5,153,4,0,1,0,8,1,3
0.11,0.9,6,301,4,0,1,0,9,1,3
0.11,0.78,6,245,4,0,1,0,9,1,3
0.1,0.9,7,290,4,0,1,0,7,1,3
0.09,0.93,6,249,4,0,1,0,7,1,3
0.2,0.69,6,236,4,0,0,0,9,1,3
0.16,0.73,4,197,2,0,0,0,9,1,3
0.22,0.54,6,169,4,0,0,0,9,1,3
0.13,0.76,5,219,4,0,0,0,9,1,3
0.19,0.63,4,278,6,0,0,0,9,1,3
0.18,0.54,4,145,5,0,0,0,1,1,3
0.44,0.61,5,230,6,0,0,0,5,1,3
0.13,0.84,5,189,5,0,0,0,9,1,3
0.29,0.91,4,183,4,0,0,0,1,1,3
0.19,0.85,5,249,3,0,0,0,5,1,3
0.24,0.62,5,199,4,0,0,0,7,1,3
0.16,0.76,4,223,4,0,0,0,9,1,3
0.27,0.48,4,185,2,0,0,0,8,1,3
0.51,0.74,6,98,3,0,0,0,8,1,3
0.2,0.42,4,256,5,0,0,0,3,1,3
0.5,0.95,5,137,3,0,0,0,9,1,3
0.48,0.86,5,198,4,0,0,0,9,1,3
0.2,0.94,6,191,5,0,0,0,8,1,3
0.18,0.81,4,147,4,0,0,0,5,1,3
0.18,0.54,6,209,5,1,0,0,7,1,3
0.24,0.42,5,210,5,0,0,0,2,1,3
0.19,0.94,4,196,5,0,0,0,9,1,3
0.16,0.94,4,261,6,0,0,0,9,1,3
0.31,0.42,4,108,4,0,0,0,9,1,3
0.2,0.99,5,151,3,1,0,0,8,1,3
0.32,0.86,4,266,4,0,0,0,1,1,3
0.17,0.55,6,240,6,0,0,0,1,1,3
0.13,0.5,3,137,5,0,0,0,1,1,3
0.19,0.83,5,280,4,0,0,0,1,1,3
0.31,0.87,6,240,3,1,0,0,3,1,3
0.12,0.49,4,191,5,0,0,0,0,1,3
0.14,0.56,5,259,4,1,0,0,0,1,3
0.13,0.97,4,162,6,0,0,0,7,1,3
0.19,0.36,3,167,5,0,0,0,7,1,3
0.28,0.44,4,170,2,0,0,0,8,1,3
0.28,0.89,4,97,6,0,0,0,4,1,3
0.24,0.5,4,282,4,1,0,0,8,1,3
0.24,0.94,6,144,4,0,0,0,6,1,3
0.18,0.75,3,142,2,0,0,0,6,1,3
0.22,0.91,6,222,8,0,0,0,9,1,3
0.26,0.99,5,184,5,0,0,0,3,1,3
0.24,0.63,4,203,5,0,0,0,9,1,3
0.24,0.62,6,225,6,0,0,0,7,1,3
0.16,0.42,3,182,3,1,0,0,6,1,3
0.17,0.78,3,239,6,0,0,0,7,1,3
0.5,0.51,5,134,3,0,0,0,6,1,3
0.16,0.46,6,240,2,0,0,0,6,1,3
0.19,0.8,6,157,6,1,0,0,7,1,3
0.18,0.49,3,240,2,1,0,0,5,1,3
0.25,0.72,5,279,8,0,0,0,5,1,3
0.22,0.7,4,159,5,0,0,0,4,1,3
0.22,0.62,3,180,3,0,0,0,8,1,3
0.14,0.58,3,179,5,0,0,0,8,1,3
0.16,0.96,5,137,5,1,0,0,9,1,3
0.5,0.83,5,258,2,0,0,0,0,1,3
0.2,0.53,5,272,5,0,0,0,6,1,3
0.24,0.94,6,141,3,1,0,0,7,1,3
0.23,0.77,5,272,2,0,0,0,7,1,3
0.17,0.55,4,194,3,0,0,0,6,1,3
0.2,0.7,4,225,5,0,0,0,8,1,3
0.16,0.7,3,178,3,1,0,0,9,1,3
0.2,0.78,4,196,3,0,0,0,4,1,3
0.42,0.47,6,174,5,0,0,0,9,1,3
0.19,0.61,4,127,8,0,0,0,7,1,3
0.16,0.63,5,266,7,0,0,0,0,1,3
0.1,0.77,6,247,4,0,1,0,7,1,3
0.11,0.81,6,305,4,0,1,0,7,1,3
0.11,0.83,6,282,4,0,1,0,7,1,3
0.09,0.95,6,304,4,0,1,0,7,1,3
0.09,0.62,6,294,4,0,1,0,2,1,3
0.1,0.94,6,255,4,0,1,0,9,1,3
0.11,0.89,6,306,4,0,1,0,9,1,3
0.1,0.8,7,281,4,0,1,0,9,1,3
0.09,0.89,6,276,4,0,1,0,9,1,3
0.13,0.78,6,152,2,0,1,0,8,1,3
0.1,0.92,7,307,4,0,1,0,8,1,3
0.11,0.94,7,255,4,0,1,0,8,1,3
0.1,0.81,6,309,4,0,1,0,9,1,3
0.09,0.87,7,295,4,0,1,0,6,1,3
0.11,0.77,6,291,4,0,1,0,5,1,3
0.11,0.87,6,305,4,0,1,0,5,1,3
0.17,0.84,5,232,3,0,1,0,7,1,3
0.1,0.79,6,291,4,0,1,0,7,1,3
0.09,0.83,6,255,4,0,1,0,7,1,3
0.1,0.77,6,265,4,0,1,0,7,1,3
0.1,0.84,6,279,4,0,1,0,7,1,3
0.11,0.97,6,284,4,0,1,0,7,1,3
0.11,0.84,6,251,4,0,1,0,9,1,3
0.14,0.62,4,158,4,1,1,0,9,1,3
0.11,0.84,6,300,5,1,1,0,8,1,3
0.11,0.92,6,260,4,0,1,0,8,1,3
0.09,0.82,6,250,4,0,1,0,8,1,3
0.1,0.83,6,292,4,0,1,0,8,1,3
0.31,0.84,7,133,5,0,1,0,9,1,3
0.1,0.84,6,283,4,1,1,0,9,1,3
0.09,0.96,6,245,4,0,1,0,0,1,3
0.11,0.8,6,256,4,0,1,0,0,1,3
0.11,0.87,6,306,4,0,1,0,0,1,3
0.11,0.91,6,278,4,0,1,0,5,1,3
0.11,0.8,6,304,4,0,1,0,2,1,3
0.11,0.92,6,305,4,0,1,0,9,1,3
0.1,0.95,7,301,4,0,1,0,5,1,3
0.11,0.84,7,296,4,0,1,0,7,1,3
0.31,0.54,5,132,5,0,1,0,7,1,3
0.11,0.78,7,278,4,0,1,0,7,1,3
0.1,0.88,6,284,4,0,1,0,7,1,3
0.09,0.8,7,283,5,0,1,0,9,1,3
0.09,0.8,6,304,4,0,1,0,9,1,3
0.27,0.54,7,278,3,0,1,0,9,1,3
0.1,0.91,6,287,4,0,1,0,9,1,3
0.1,0.89,7,285,4,0,1,0,9,1,3
0.1,0.93,6,256,4,0,1,0,8,1,3
0.1,0.84,6,286,4,0,1,0,6,1,3
0.11,0.83,6,244,4,0,1,0,2,1,3
0.1,0.97,7,254,4,0,1,0,7,1,3
0.1,0.87,7,289,4,0,1,0,7,1,3
0.11,0.84,6,298,4,0,1,0,7,1,3
