satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,cluster
0.73,0.53,3,184,2,0,0,0,6,1,0
0.47,0.6,4,263,5,0,0,0,1,1,0
0.88,0.88,3,214,2,1,0,0,1,1,0
0.62,0.67,2,153,3,0,0,0,5,1,0
0.92,0.82,3,185,3,0,0,0,8,1,0
0.74,0.7,4,167,3,1,0,0,9,1,0
0.86,0.77,3,271,3,0,0,0,4,1,0
0.96,0.61,3,140,3,0,0,0,5,1,0
0.54,0.6,4,141,3,0,0,0,5,1,0
0.99,0.87,4,190,2,0,0,0,5,1,0
0.72,0.73,5,134,2,0,0,0,7,1,0
0.96,0.75,5,176,4,0,0,0,7,1,0
0.73,0.73,4,194,2,0,0,0,7,1,0
0.67,0.44,5,212,4,0,0,0,7,1,0
0.58,0.72,5,234,3,1,0,0,7,1,0
0.9,0.99,4,190,2,0,0,0,7,1,0
0.99,0.37,5,155,3,0,0,0,7,1,0
0.89,0.58,4,232,2,0,0,0,7,1,0
0.72,0.95,4,216,3,0,0,0,7,1,0
0.77,0.8,3,207,3,0,0,0,7,1,0
0.86,0.87,3,205,4,0,0,0,3,1,0
0.95,0.93,3,209,2,0,0,0,9,1,0
0.79,0.48,4,178,2,0,0,0,9,1,0
0.72,0.69,3,270,4,0,0,0,9,1,0
0.63,0.54,3,145,2,1,0,0,9,1,0
0.81,0.76,5,134,2,0,0,0,9,1,0
0.71,0.75,4,272,4,0,0,0,9,1,0
0.49,0.76,3,208,2,0,0,0,9,1,0
0.59,0.65,4,219,3,1,0,0,9,1,0
0.87,0.59,5,154,3,0,0,0,8,1,0
0.66,0.6,3,179,4,0,0,0,8,1,0
0.78,0.92,5,137,2,0,0,0,8,1,0
0.65,0.7,4,211,2,0,0,0,8,1,0
0.8,0.97,5,271,4,0,0,0,8,1,0
0.56,0.75,4,192,2,0,0,0,8,1,0
0.85,0.67,4,228,4,0,0,0,8,1,0
0.14,0.46,2,267,6,1,0,0,8,1,0
0.74,0.62,4,272,2,0,0,0,8,1,0
0.86,0.93,2,260,2,0,0,0,8,1,0
0.71,0.96,4,161,3,0,0,0,8,1,0
0.83,0.99,4,226,2,0,0,0,9,1,0
0.5,0.56,4,266,2,0,0,0,1,1,0
0.85,0.85,4,258,2,0,0,0,5,1,0
0.72,0.96,3,143,3,0,0,0,7,1,0
0.52,0.92,3,214,3,0,0,0,2,1,0
0.5,0.62,4,166,3,1,0,0,8,1,0
0.52,0.82,3,192,3,0,0,0,9,1,0
0.87,0.98,4,173,3,0,0,0,5,1,0
0.53,0.98,2,163,3,0,0,0,5,1,0
0.64,0.86,5,274,2,1,0,0,7,1,0
0.52,0.44,3,119,2,0,0,0,7,1,0
0.79,0.67,4,267,3,0,0,0,7,1,0
0.74,0.89,3,160,2,0,0,0,7,1,0
0.81,0.84,4,198,2,0,0,0,7,1,0
0.94,0.6,3,193,3,0,0,0,7,1,0
0.67,0.84,6,250,2,0,0,0,7,1,0
0.93,0.84,3,237,4,1,0,0,7,1,0
0.52,0.96,4,170,2,0,0,0,7,1,0
0.79,0.91,3,226,2,0,0,0,3,1,0
0.29,0.81,3,189,6,0,0,0,9,1,0
0.99,0.93,3,261,3,0,0,0,9,1,0
0.86,0.51,4,152,3,0,0,0,9,1,0
0.85,0.78,5,263,2,1,0,0,9,1,0
0.66,0.68,3,258,3,0,0,0,9,1,0
0.57,0.99,3,205,3,0,0,0,9,1,0
0.88,0.88,3,153,3,0,0,0,9,1,0
0.72,0.72,5,194,4,0,0,0,9,1,0
0.75,0.66,4,202,2,0,0,0,8,1,0
0.82,0.71,4,164,4,0,0,0,8,1,0
0.82,0.67,3,213,2,0,0,0,8,1,0
0.95,0.4,5,286,4,0,0,0,8,1,0
0.87,0.73,3,172,3,1,0,0,8,1,0
0.85,0.89,4,251,2,0,0,0,8,1,0
0.58,0.6,3,110,3,1,0,0,8,1,0
0.63,0.86,3,269,4,0,0,0,8,1,0
0.69,0.68,3,151,3,1,0,0,8,1,0
0.61,0.63,3,250,4,0,0,0,0,1,0
0.85,0.62,2,280,4,0,0,0,1,1,0
0.84,0.85,4,246,2,0,0,0,5,1,0
1.0,0.53,3,142,3,0,0,0,7,1,0
0.72,0.76,4,144,3,1,0,0,2,1,0
0.66,0.75,6,100,4,1,0,0,8,1,0
0.64,0.71,5,212,2,0,0,0,9,1,0
1.0,0.76,5,201,3,0,0,0,4,1,0
0.75,0.59,5,206,2,0,0,0,5,1,0
0.81,0.77,4,197,3,0,0,0,5,1,0
0.48,0.5,4,173,3,0,0,0,7,1,0
0.62,0.42,2,124,2,0,0,0,7,1,0
0.77,0.86,5,282,4,0,0,0,7,1,0
0.76,0.8,2,219,4,1,0,0,7,1,0
0.68,0.41,3,106,6,0,0,0,7,1,0
0.72,0.79,4,192,4,0,0,0,7,1,0
0.87,0.91,5,190,2,0,0,0,7,1,0
0.59,0.57,2,156,2,0,0,0,7,1,0
0.7,0.64,3,180,2,0,0,0,7,1,0
0.73,0.81,4,245,2,0,0,0,7,1,0
0.99,0.49,4,270,2,0,0,0,3,1,0
0.65,0.66,5,239,4,0,0,0,9,1,0
0.59,0.9,3,245,3,1,0,0,9,1,0
0.71,0.8,3,182,2,1,0,0,9,1,0
0.97,0.53,4,195,4,0,0,0,9,1,0
0.39,0.48,3,190,2,0,0,0,9,1,0
0.63,0.98,3,160,4,1,0,0,5,1,0
0.7,0.7,3,224,3,0,0,0,7,1,0
0.3,0.71,3,155,2,0,0,0,7,1,0
0.51,0.52,3,132,3,0,0,0,7,1,0
0.71,0.87,5,173,3,0,0,0,7,1,0
0.64,0.67,3,165,3,0,0,0,7,1,0
0.67,0.66,6,272,3,0,0,0,7,1,0
0.83,0.94,5,156,3,1,0,0,7,1,0
0.92,0.96,3,154,2,1,0,0,7,1,0
0.84,0.53,3,237,3,1,0,0,7,1,0
0.97,0.75,2,271,6,0,0,0,7,1,0
0.86,0.51,4,152,3,1,0,0,7,1,0
0.71,0.69,3,172,3,0,0,0,7,1,0
0.6,0.73,3,191,5,1,0,0,9,1,0
0.7,0.91,4,181,2,1,0,0,9,1,0
0.65,0.55,4,250,2,0,0,0,9,1,0
0.48,0.59,2,179,2,0,0,0,9,1,0
0.75,0.73,3,225,4,0,0,0,8,1,0
0.69,0.78,5,267,2,1,0,0,8,1,0
0.34,0.46,2,169,2,1,0,0,8,1,0
0.59,0.49,4,164,3,0,0,0,8,1,0
0.66,0.64,4,204,2,0,0,0,1,1,0
0.96,0.53,5,224,4,0,0,0,7,1,0
0.8,0.58,5,127,3,0,0,0,7,1,0
0.55,0.77,3,256,3,1,0,0,7,1,0
0.93,0.63,4,233,2,0,0,0,7,1,0
0.93,0.86,4,169,4,0,0,0,7,1,0
0.54,0.48,3,152,2,0,0,0,7,1,0
0.95,0.71,3,223,2,0,0,0,7,1,0
0.81,0.8,4,227,2,1,0,0,7,1,0
0.5,0.88,4,265,3,1,0,0,7,1,0
0.84,0.49,4,152,3,0,0,0,7,1,0
0.7,0.71,5,269,3,0,0,0,9,1,0
0.86,0.96,5,238,5,0,0,0,9,1,0
0.63,0.79,4,228,4,0,0,0,9,1,0
0.83,0.93,3,220,4,0,0,0,9,1,0
0.85,0.55,4,233,2,1,0,0,9,1,0
0.8,0.57,3,225,4,0,0,0,8,1,0
0.79,0.97,5,187,3,0,0,0,8,1,0
0.37,0.71,3,117,3,0,0,0,8,1,0
0.85,0.9,3,184,3,1,0,0,8,1,0
0.76,0.56,3,216,3,0,0,0,8,1,0
0.99,0.62,4,140,2,1,0,0,8,1,0
0.69,0.69,4,167,3,1,0,0,8,1,0
0.68,1.0,5,203,2,0,0,0,8,1,0
0.69,0.9,5,231,2,1,0,0,8,1,0
0.65,0.7,3,141,4,0,0,0,8,1,0
0.48,0.65,3,199,2,0,0,0,9,1,0
0.65,0.59,4,192,3,0,0,0,9,1,0
0.57,0.49,4,247,2,0,0,0,4,1,0
0.8,0.6,5,234,2,0,0,0,0,1,0
0.62,0.78,4,261,2,0,0,0,5,1,0
0.9,0.51,4,214,2,0,0,0,7,1,0
0.97,0.65,3,181,3,0,0,0,7,1,0
0.6,0.77,4,229,2,0,0,0,7,1,0
0.83,0.86,3,165,3,0,0,0,7,1,0
0.83,0.73,5,136,3,0,0,0,7,1,0
0.94,0.71,4,151,2,1,0,0,7,1,0
0.81,0.81,5,215,2,0,0,0,7,1,0
0.58,0.63,4,271,3,0,0,0,7,1,0
0.76,0.65,3,220,3,0,0,0,7,1,0
0.78,0.87,3,190,3,0,0,0,7,1,0
0.74,0.77,3,233,3,0,0,0,9,1,0
0.5,0.65,3,215,2,0,0,0,9,1,0
0.88,0.89,2,160,4,0,0,0,8,1,0
0.79,0.83,2,192,3,0,0,0,8,1,0
0.69,0.89,5,201,2,0,0,0,8,1,0
0.57,0.96,4,264,2,0,0,0,8,1,0
0.68,0.8,4,186,3,1,0,0,8,1,0
0.6,0.82,4,272,3,0,0,0,8,1,0
0.7,0.9,4,216,3,0,0,0,8,1,0
0.71,0.76,4,142,2,1,0,0,8,1,0
0.49,0.51,4,133,3,0,0,0,8,1,0
0.74,0.7,4,260,2,0,0,0,8,1,0
0.57,0.5,4,230,2,0,0,0,9,1,0
0.83,0.48,3,242,4,0,0,0,9,1,0
0.67,0.57,2,234,4,0,0,0,4,1,0
0.54,0.84,3,132,3,0,0,0,0,1,0
0.54,0.53,4,183,3,0,0,0,0,1,0
0.64,0.61,4,191,4,0,0,0,0,1,0
0.85,0.82,3,153,3,1,0,0,7,1,0
0.63,0.83,4,217,3,0,0,0,5,1,0
0.51,0.92,3,243,3,0,0,0,5,1,0
0.95,0.81,5,120,3,0,0,0,5,1,0
0.85,0.55,3,137,3,1,0,0,7,1,0
0.73,0.78,5,150,3,0,0,0,7,1,0
0.78,0.79,3,203,2,0,0,0,7,1,0
0.83,0.8,3,273,3,0,0,0,7,1,0
0.87,0.56,2,214,3,1,0,0,7,1,0
0.98,0.99,5,141,3,0,0,0,7,1,0
1.0,0.81,5,243,3,0,0,0,7,1,0
0.7,0.55,4,159,3,0,0,0,7,1,0
0.62,0.88,5,146,3,0,0,0,7,1,0
0.67,0.72,4,159,2,0,0,0,7,1,0
0.86,0.96,4,196,3,0,0,0,7,1,0
0.76,0.83,4,246,2,0,0,0,7,1,0
0.89,0.93,5,191,4,0,0,0,7,1,0
0.25,0.97,3,158,3,0,0,0,7,1,0
0.68,1.0,4,167,2,0,0,0,7,1,0
0.74,0.6,3,153,2,0,0,0,9,1,0
0.55,0.54,3,253,2,0,0,0,8,1,0
0.67,0.94,4,141,2,1,0,0,8,1,0
0.64,0.8,3,199,3,0,0,0,8,1,0
0.58,0.71,3,205,3,0,0,0,8,1,0
0.9,0.6,4,252,3,0,0,0,8,1,0
0.89,0.9,4,153,3,0,0,0,8,1,0
0.74,0.37,2,171,4,0,0,0,8,1,0
0.78,0.91,5,150,4,0,0,0,8,1,0
0.97,0.53,4,247,3,0,0,0,8,1,0
0.52,0.92,4,150,2,1,0,0,8,1,0
0.99,0.86,4,206,2,0,0,0,8,1,0
0.76,0.44,4,192,4,1,0,0,9,1,0
0.69,0.96,5,164,3,0,0,0,9,1,0
0.59,0.69,3,186,3,0,0,0,9,1,0
0.95,0.63,3,249,3,0,0,0,4,1,0
0.69,0.81,3,214,2,0,0,0,0,1,0
0.76,0.75,4,193,4,0,0,0,0,1,0
0.7,0.84,2,114,4,0,0,0,0,1,0
0.87,0.6,2,122,2,0,0,0,0,1,0
0.44,0.55,3,170,3,1,0,0,0,1,0
0.94,0.83,5,148,3,0,0,0,2,1,0
0.67,0.66,3,237,3,0,0,0,5,1,0
0.49,0.67,4,185,2,0,0,0,7,1,0
0.78,0.95,4,184,3,0,0,0,7,1,0
0.15,0.74,2,176,3,1,0,0,7,1,0
0.91,0.89,4,260,3,0,0,0,7,1,0
0.7,0.78,4,254,4,0,0,0,7,1,0
0.6,0.95,3,221,3,0,0,0,7,1,0
0.59,0.57,5,257,2,0,0,0,7,1,0
0.59,0.93,3,265,3,1,0,0,7,1,0
0.55,0.64,3,138,3,1,0,0,7,1,0
0.42,0.75,3,163,2,1,0,0,7,1,0
0.57,0.81,3,144,3,0,0,0,7,1,0
0.72,0.51,3,146,2,1,0,0,7,1,0
0.83,0.81,3,242,6,0,0,0,7,1,0
0.89,0.93,4,249,3,0,0,0,7,1,0
0.55,0.59,3,245,3,0,0,0,7,1,0
0.53,0.75,4,201,2,0,0,0,7,1,0
0.56,0.98,3,220,3,0,0,0,9,1,0
0.8,0.79,3,217,3,0,0,0,9,1,0
0.5,0.57,3,223,3,0,0,0,9,1,0
0.66,0.92,4,229,2,0,0,0,9,1,0
0.81,0.78,4,159,3,0,0,0,8,1,0
0.92,0.85,3,235,2,0,0,0,8,1,0
0.69,0.91,4,186,3,0,0,0,8,1,0
0.66,0.99,4,263,2,0,0,0,8,1,0
0.85,0.39,4,239,4,0,0,0,8,1,0
0.83,0.69,4,151,2,0,0,0,8,1,0
1.0,0.49,3,106,4,0,0,0,8,1,0
0.68,0.65,3,183,4,0,0,0,8,1,0
0.26,0.97,3,125,2,0,0,0,8,1,0
0.35,0.41,3,157,2,0,0,0,8,1,0
0.91,0.93,4,184,3,0,0,0,9,1,0
0.65,0.67,4,144,3,0,0,0,9,1,0
0.78,0.72,3,255,4,1,0,0,4,1,0
0.61,0.82,3,261,4,0,0,0,0,1,0
0.64,0.51,4,207,2,0,0,0,0,1,0
0.58,0.73,4,205,4,0,0,0,0,1,0
0.91,0.72,3,213,3,0,0,0,5,1,0
0.94,0.91,3,250,3,1,0,0,4,1,0
0.92,0.67,4,161,4,1,0,0,5,1,0
0.63,0.56,4,274,5,1,0,0,7,1,0
0.8,0.66,4,181,3,1,0,0,7,1,0
0.45,0.72,3,148,2,0,0,0,7,1,0
0.72,0.54,3,226,2,1,0,0,7,1,0
0.84,0.36,6,256,5,0,0,0,7,1,0
0.61,0.51,3,141,2,0,0,0,7,1,0
0.63,0.88,3,177,3,0,0,0,7,1,0
0.49,0.54,4,173,2,0,0,0,7,1,0
0.68,0.51,2,196,3,0,0,0,7,1,0
0.64,0.85,5,179,2,0,0,0,7,1,0
0.61,0.64,4,201,3,0,0,0,7,1,0
0.83,0.55,5,247,3,0,0,0,7,1,0
0.94,0.51,5,238,2,0,0,0,7,1,0
0.27,0.66,3,133,6,0,0,0,7,1,0
0.6,0.49,2,194,4,0,0,0,7,1,0
0.83,0.69,4,232,2,0,0,0,7,1,0
0.53,0.75,3,232,3,0,0,0,7,1,0
0.59,0.62,4,227,4,1,0,0,9,1,0
0.53,0.83,4,249,3,1,0,0,9,1,0
0.57,0.76,3,200,2,0,0,0,8,1,0
0.65,0.82,4,207,2,0,0,0,8,1,0
0.69,0.74,4,266,2,1,0,0,8,1,0
0.99,0.92,3,220,3,0,0,0,8,1,0
0.5,0.69,4,177,2,0,0,0,8,1,0
1.0,0.97,3,216,3,1,0,0,7,1,0
0.94,0.87,3,229,3,0,0,0,7,1,0
0.92,0.69,4,180,3,0,0,0,7,1,0
0.65,0.8,4,164,4,0,0,0,7,1,0
0.74,0.74,5,175,3,0,0,0,7,1,0
0.6,0.53,5,103,2,0,0,0,7,1,0
1.0,1.0,5,142,4,0,0,0,7,1,0
0.81,0.96,4,212,3,0,0,0,7,1,0
0.54,0.67,2,129,3,1,0,0,7,1,0
0.82,0.88,4,149,2,0,0,0,7,1,0
0.9,0.96,2,258,2,0,0,0,7,1,0
0.92,0.46,5,195,5,0,0,0,8,1,0
0.72,0.81,4,134,2,0,0,0,8,1,0
0.94,0.84,3,210,2,0,0,0,8,1,0
0.74,0.52,3,170,3,0,0,0,8,1,0
0.48,0.71,2,140,3,1,0,0,8,1,0
0.84,0.76,5,215,2,1,0,0,8,1,0
0.53,0.86,3,150,3,0,0,0,8,1,0
0.49,0.71,3,255,2,1,0,0,2,1,0
0.86,0.48,4,153,3,0,0,0,7,1,0
0.25,0.82,3,269,5,0,0,0,7,1,0
0.63,0.55,3,160,3,0,0,0,7,1,0
0.89,0.68,4,258,2,1,0,0,7,1,0
0.87,0.78,3,170,2,0,0,0,7,1,0
0.83,0.68,4,273,2,0,0,0,7,1,0
0.95,0.64,3,262,3,0,0,0,7,1,0
0.52,0.45,2,145,3,0,0,0,9,1,0
0.91,0.97,4,183,3,0,0,0,8,1,0
0.74,0.92,5,255,3,0,0,0,8,1,0
0.86,0.82,4,252,4,0,0,0,8,1,0
0.95,0.81,3,260,2,0,0,0,8,1,0
0.65,0.98,3,136,3,0,0,0,8,1,0
0.7,0.56,4,182,2,0,0,0,8,1,0
0.92,0.53,2,261,4,0,0,0,8,1,0
0.54,0.6,3,209,2,0,0,0,8,1,0
0.78,0.66,4,214,2,0,0,0,9,1,0
0.85,0.86,4,250,3,0,0,0,9,1,0
0.78,0.8,4,197,3,1,0,0,9,1,0
0.55,0.72,3,149,3,0,0,0,4,1,0
0.91,0.68,4,187,2,0,0,0,0,1,0
0.76,0.56,3,154,2,0,0,0,0,1,0
0.74,0.37,6,200,3,0,0,0,6,1,0
0.76,0.62,4,197,3,0,0,0,9,1,0
0.95,0.78,4,245,3,0,0,0,7,1,0
0.9,0.88,4,205,2,0,0,0,7,1,0
0.5,0.97,4,269,3,0,0,0,7,1,0
0.52,0.85,3,250,4,0,0,0,7,1,0
0.51,0.5,5,251,3,1,0,0,7,1,0
0.84,0.62,5,217,3,0,0,0,7,1,0
0.91,0.71,2,159,3,1,0,0,7,1,0
0.59,0.71,5,169,2,0,0,0,7,1,0
0.69,0.97,5,105,4,0,0,0,7,1,0
0.87,0.93,4,268,2,0,0,0,7,1,0
0.66,1.0,5,145,2,0,0,0,7,1,0
0.5,0.54,4,165,3,0,0,0,2,1,0
0.95,0.75,3,253,4,0,0,0,2,1,0
0.84,0.9,4,237,2,0,0,0,9,1,0
0.5,0.64,4,213,4,0,0,0,8,1,0
0.93,0.76,3,244,3,0,0,0,8,1,0
0.5,0.87,3,252,2,0,0,0,8,1,0
0.66,0.84,4,168,2,0,0,0,8,1,0
0.89,0.79,4,212,3,0,0,0,8,1,0
0.46,0.43,4,258,3,0,0,0,8,1,0
0.67,0.6,4,210,3,0,0,0,8,1,0
0.96,0.9,4,246,3,0,0,0,8,1,0
0.98,0.76,4,221,3,1,0,0,9,1,0
0.67,0.57,5,215,4,0,0,0,9,1,0
0.72,0.72,4,175,4,0,0,0,9,1,0
0.65,0.49,5,221,2,0,0,0,4,1,0
0.72,0.67,5,219,3,0,0,0,0,1,0
0.78,0.58,3,154,3,0,0,0,0,1,0
0.93,0.56,3,266,2,0,0,0,0,1,0
0.73,0.85,5,224,4,0,0,0,0,1,0
0.47,0.5,4,159,2,0,0,0,6,1,0
0.56,0.62,4,247,3,0,0,0,6,1,0
0.72,0.86,4,137,2,0,0,0,6,1,0
0.58,0.93,5,235,2,0,0,0,4,1,0
0.76,0.98,4,173,3,1,0,0,7,1,0
0.85,0.72,3,201,3,0,0,0,7,1,0
0.82,0.49,5,185,3,0,0,0,7,1,0
0.6,0.93,5,270,3,1,0,0,7,1,0
0.39,0.64,3,152,2,0,0,0,7,1,0
0.83,0.53,3,211,4,1,0,0,7,1,0
0.7,0.92,3,162,3,1,0,0,7,1,0
0.84,0.97,4,253,2,1,0,0,7,1,0
0.9,0.77,4,236,3,0,0,0,7,1,0
0.52,0.71,2,231,2,0,0,0,7,1,0
0.87,0.51,4,233,3,0,0,0,7,1,0
0.6,0.79,5,217,2,0,0,0,7,1,0
0.72,0.93,4,174,2,0,0,0,7,1,0
0.48,0.64,4,227,3,0,0,0,7,1,0
0.75,0.53,3,222,2,0,0,0,7,1,0
0.85,0.55,2,207,6,0,0,0,7,1,0
0.61,0.68,3,254,2,0,0,0,2,1,0
0.6,0.61,4,170,3,0,0,0,2,1,0
0.57,0.64,2,206,3,0,0,0,2,1,0
0.97,0.82,3,135,2,0,0,0,9,1,0
0.6,0.72,4,267,4,0,0,0,8,1,0
0.89,0.65,4,184,3,0,0,0,8,1,0
0.69,0.57,5,227,2,0,0,0,8,1,0
0.54,0.81,4,257,2,0,0,0,8,1,0
0.97,0.75,5,235,3,1,0,0,8,1,0
0.37,0.4,4,161,2,0,0,0,8,1,0
0.73,0.52,4,215,3,0,0,0,8,1,0
0.57,0.69,4,146,3,0,0,0,8,1,0
0.86,0.66,4,191,2,0,0,0,9,1,0
0.83,0.85,4,261,3,0,0,0,9,1,0
0.55,0.93,4,239,4,0,0,0,4,1,0
0.6,0.65,4,160,2,0,0,0,0,1,0
0.62,0.71,3,177,3,1,0,0,0,1,0
0.65,0.55,5,215,2,0,0,0,0,1,0
0.4,0.48,4,97,2,0,0,0,0,1,0
0.82,0.78,5,231,2,1,0,0,0,1,0
0.75,0.69,2,257,2,1,0,0,6,1,0
0.83,0.53,3,232,3,1,0,0,6,1,0
0.77,0.78,4,212,3,0,0,0,6,1,0
0.59,0.98,4,198,3,0,0,0,6,1,0
0.95,0.65,5,182,3,0,0,0,5,1,0
0.36,0.65,3,116,2,1,0,0,7,1,0
0.55,0.65,4,170,4,0,0,0,7,1,0
0.64,0.52,3,223,3,0,0,0,7,1,0
0.62,0.57,3,174,2,0,0,0,7,1,0
1.0,0.95,3,193,6,0,0,0,7,1,0
0.91,0.91,6,167,2,1,0,0,7,1,0
0.81,0.67,4,225,3,0,0,0,7,1,0
0.71,0.92,4,248,3,1,0,0,7,1,0
0.97,0.74,3,104,5,0,0,0,7,1,0
0.75,0.86,6,148,4,0,0,0,7,1,0
0.68,1.0,3,148,4,1,0,0,7,1,0
0.87,0.68,5,187,3,0,0,0,7,1,0
0.96,0.57,3,151,2,0,0,0,7,1,0
0.81,0.61,4,142,4,0,0,0,7,1,0
0.68,1.0,6,258,5,0,0,0,7,1,0
0.63,0.56,4,228,3,0,0,0,2,1,0
0.6,0.84,2,221,3,0,0,0,2,1,0
0.68,0.94,3,264,2,0,0,0,9,1,0
0.86,0.6,5,134,2,1,0,0,8,1,0
0.83,0.9,3,195,3,0,0,0,8,1,0
0.79,0.86,3,139,3,0,0,0,8,1,0
0.54,0.86,4,205,5,0,0,0,8,1,0
0.51,0.86,5,212,2,0,0,0,8,1,0
0.75,0.65,4,148,2,0,0,0,8,1,0
0.51,0.67,4,228,3,0,0,0,8,1,0
0.73,0.74,5,230,3,0,0,0,8,1,0
0.88,0.59,4,142,3,0,0,0,9,1,0
0.76,0.79,3,161,3,0,0,0,9,1,0
0.29,0.77,3,152,3,1,0,0,9,1,0
0.62,0.97,4,266,3,0,0,0,4,1,0
0.5,0.85,2,143,3,0,0,0,0,1,0
0.86,0.68,4,170,2,0,0,0,0,1,0
0.68,0.52,5,203,3,0,0,0,0,1,0
0.68,0.85,3,199,3,0,0,0,6,1,0
0.89,0.78,4,223,3,0,0,0,6,1,0
0.86,0.88,4,220,2,0,0,0,6,1,0
0.8,0.65,3,135,3,0,0,1,5,1,0
0.53,0.73,4,147,3,0,0,0,7,1,0
0.89,0.49,5,165,6,0,0,0,7,1,0
0.53,0.59,3,231,2,0,0,0,7,1,0
0.44,0.45,2,124,3,0,0,0,7,1,0
0.7,0.44,2,131,2,0,0,0,7,1,0
0.54,0.76,3,199,4,0,0,0,7,1,0
0.9,0.56,3,220,3,0,0,0,7,1,0
0.69,0.8,5,215,3,0,0,0,7,1,0
0.78,0.59,4,180,3,0,0,0,7,1,0
0.91,0.49,6,272,6,0,0,0,7,1,0
0.92,0.61,2,228,2,0,0,0,7,1,0
0.96,0.88,3,168,2,0,0,0,7,1,0
0.8,0.77,4,205,2,0,0,0,7,1,0
0.52,0.67,3,244,3,0,0,0,7,1,0
0.52,0.97,3,185,2,0,0,0,7,1,0
0.93,0.96,5,135,3,1,0,0,7,1,0
0.89,0.9,4,160,2,0,0,0,2,1,0
0.83,0.61,4,262,4,0,0,0,2,1,0
0.7,0.84,6,225,6,0,0,0,2,1,0
0.89,0.74,4,174,2,0,0,0,3,1,0
0.9,0.78,5,215,3,0,0,1,9,1,0
0.92,0.82,4,168,3,0,0,1,8,1,0
1.0,0.59,3,168,3,0,0,1,8,1,0
0.52,0.77,3,142,2,0,0,1,8,1,0
0.8,0.83,4,183,2,1,0,1,8,1,0
0.59,0.72,4,264,3,0,0,0,8,1,0
0.75,0.55,2,184,2,0,0,0,8,1,0
0.99,0.58,4,138,3,0,0,0,9,1,0
0.49,0.56,4,260,6,0,0,0,7,1,0
0.71,0.68,4,228,2,0,0,0,7,1,0
0.2,0.96,2,249,3,0,0,0,7,1,0
0.95,0.64,3,242,5,1,0,0,7,1,0
0.68,0.8,2,254,2,1,0,0,7,1,0
0.93,0.68,3,272,2,1,0,0,7,1,0
0.85,0.57,5,210,3,0,0,0,7,1,0
0.82,0.68,3,140,2,0,0,0,7,1,0
0.87,0.42,5,252,5,0,0,0,7,1,0
0.88,0.84,3,266,3,0,0,0,2,1,0
0.98,0.79,4,138,3,0,0,0,2,1,0
0.89,0.98,3,220,3,0,0,0,2,1,0
0.92,0.51,5,214,3,0,0,0,3,1,0
0.48,0.6,2,121,5,0,0,0,3,1,0
0.67,0.49,4,195,3,0,0,0,3,1,0
0.75,0.76,4,254,4,0,0,0,8,1,0
0.91,0.81,3,220,3,1,0,0,8,1,0
0.72,0.95,5,171,3,0,0,0,8,1,0
0.62,0.64,4,142,2,0,0,0,9,1,0
0.97,0.75,3,241,2,0,0,0,9,1,0
0.69,0.64,3,275,3,0,0,0,9,1,0
0.98,0.56,3,157,2,0,0,0,4,1,0
0.62,0.53,5,169,3,0,0,0,0,1,0
0.87,0.62,5,197,2,0,0,0,7,1,0
0.58,0.75,4,253,2,0,0,0,7,1,0
0.49,0.77,2,254,2,0,0,0,7,1,0
0.69,0.98,3,214,2,0,0,0,7,1,0
0.55,0.49,5,195,3,0,0,0,7,1,0
0.65,0.89,4,240,3,0,0,0,7,1,0
0.87,0.49,4,149,2,0,0,0,7,1,0
0.85,0.6,4,255,4,0,0,0,3,1,0
0.74,0.76,3,224,2,0,0,0,3,1,0
0.99,0.44,6,104,6,0,0,0,9,1,0
0.81,1.0,5,143,2,0,0,0,8,1,0
0.77,0.83,3,160,3,0,0,0,8,1,0
0.73,0.5,4,224,4,1,0,0,8,1,0
0.95,0.72,4,235,2,0,0,0,8,1,0
0.69,0.68,5,167,3,0,0,0,9,1,0
0.79,0.89,3,104,4,0,0,0,9,1,0
0.63,0.57,5,160,2,0,0,0,9,1,0
0.8,0.79,4,168,3,0,0,0,4,1,0
0.64,0.61,2,153,2,0,0,0,0,1,0
0.92,0.9,4,249,3,0,0,0,0,1,0
0.96,0.75,4,177,2,0,0,0,0,1,0
0.37,0.61,3,186,2,0,0,0,0,1,0
0.5,0.82,3,133,2,1,0,0,6,1,0
0.49,0.58,4,213,4,1,0,0,6,1,0
1.0,0.73,3,245,2,1,0,0,6,1,0
0.52,0.54,4,212,3,0,0,0,0,1,0
0.76,0.96,4,135,3,1,0,1,1,1,0
0.69,0.9,6,224,4,0,0,1,1,1,0
0.61,0.68,4,244,3,0,0,0,7,1,0
0.86,0.66,3,150,2,0,0,0,7,1,0
0.88,0.95,3,137,3,0,0,0,7,1,0
0.85,0.84,5,179,3,0,0,0,7,1,0
0.65,0.65,4,224,3,0,0,0,7,1,0
0.7,0.55,3,253,2,1,0,0,2,1,0
0.6,0.55,3,177,3,1,0,0,2,1,0
0.89,0.75,3,134,3,0,0,0,3,1,0
0.98,0.91,4,273,2,0,0,0,3,1,0
0.88,0.83,4,163,3,0,0,0,3,1,0
0.87,0.52,3,152,4,0,0,0,9,1,0
0.93,0.96,3,268,4,0,0,0,9,1,0
0.41,0.54,2,190,4,0,0,0,8,1,0
0.93,0.74,2,169,4,0,0,0,8,1,0
0.97,0.91,4,257,3,1,0,0,9,1,0
